namecity,lat,lng,namecountry
Haiphong,20.8651,106.6838,Vietnam
Can Tho,10.0333,105.7833,Vietnam
Bien Hoa,10.9500,106.8167,Vietnam
Thu Duc,10.8266,106.7609,Vietnam
Quang Ha,15.9333,108.2667,Vietnam
Hue,16.4667,107.5792,Vietnam
Tan An,10.9050,106.6994,Vietnam
Bac Ninh,21.1833,106.0500,Vietnam
Hai Duong,20.9397,106.3306,Vietnam
Vinh,18.6667,105.6667,Vietnam
Tan Uyen,11.0508,106.7636,Vietnam
Thu Dau Mot,10.9667,106.6500,Vietnam
Thanh Hoa,19.8075,105.7764,Vietnam
Nha Trang,12.2450,109.1917,Vietnam
Nam Dinh,20.4200,106.1683,Vietnam
Vung Tau,10.3833,107.1167,Vietnam
Buon Ma Thuot,12.6667,108.0500,Vietnam
Thai Nguyen,21.6000,105.8500,Vietnam
An Nhon,13.9170,109.0830,Vietnam
Ca Mau,9.1833,105.1500,Vietnam
Quy Nhon,13.7667,109.2333,Vietnam
Nghi Son,19.4170,105.7500,Vietnam
Soc Trang,9.6028,105.9736,Vietnam
Phan Thiet,10.9333,108.1000,Vietnam
Long Xuyen,10.3736,105.4458,Vietnam
Viet Tri,21.3000,105.4333,Vietnam
My Tho,10.3500,106.3500,Vietnam
Thai Binh,20.4461,106.3422,Vietnam
Quang Ngai,15.1167,108.8000,Vietnam
Ap Da Loi,11.9333,108.4667,Vietnam
Rach Gia,10.0167,105.0833,Vietnam
Long Khanh,10.9170,107.1670,Vietnam
Tuy Hoa,13.0819,109.2950,Vietnam
Bac Lieu,9.2833,105.7167,Vietnam
Son Tay,21.1333,105.5000,Vietnam
Phu Yen,21.4156,105.8739,Vietnam
Ninh Hoa,12.4917,109.1258,Vietnam
Chi Linh,21.1330,106.3830,Vietnam
Pleiku,13.9833,108.0000,Vietnam
Tan An,10.5333,106.4167,Vietnam
Sa Dec,10.3000,105.7667,Vietnam
Cao Lanh,10.4672,105.6303,Vietnam
Ba Ria,10.4992,107.1675,Vietnam
Phu Tu Son,21.1189,105.9611,Vietnam
Kinh Mon,21.0330,106.5000,Vietnam
Bac Giang,21.2667,106.2000,Vietnam
Vinh Long,10.2500,105.9667,Vietnam
Lang Son,21.8478,106.7578,Vietnam
Ha Tinh,18.3333,105.9000,Vietnam
Tan Chau,10.7739,105.2369,Vietnam
Vinh Chau,9.3330,106.0000,Vietnam
Trang Bang,11.0330,106.3670,Vietnam
Phan Rang-Thap Cham,11.5667,108.9833,Vietnam
Sam Son,19.7333,105.9000,Vietnam
Thanh Pho Uong Bi,21.0356,106.7644,Vietnam
Ha Long,20.9500,107.0667,Vietnam
Mang La,14.3833,107.9833,Vietnam
Bao Loc,11.5481,107.8075,Vietnam
Tam Ky,15.5667,108.4833,Vietnam
Ninh Binh,20.2539,105.9750,Vietnam
Tra Vinh,9.9333,106.3500,Vietnam
Dong Hoi,17.4831,106.5997,Vietnam
Tan Phu,11.2720,107.4367,Vietnam
Chau Doc,10.7000,105.1167,Vietnam
Cam Pha,21.0167,107.3167,Vietnam
Vinh Yen,21.3100,105.5967,Vietnam
Hoa Thanh,11.2831,106.1297,Vietnam
Duc Pho,14.8100,108.9600,Vietnam
Dong Xoai,11.5169,106.8392,Vietnam
Hung Yen,20.6500,106.0667,Vietnam
Cam Ranh,11.9020,109.2207,Vietnam
Gia Rai,9.2500,105.4170,Vietnam
Quang Yen,20.9170,106.8330,Vietnam
Phu Ly,20.5411,105.9139,Vietnam
Long Binh,10.9458,106.8775,Vietnam
Tay Ninh,11.3678,106.1189,Vietnam
Ba Don,17.7547,106.4231,Vietnam
Lao Cai,22.4806,103.9750,Vietnam
Buon Ho,12.8544,108.2703,Vietnam
Ben Tre,10.2333,106.3833,Vietnam
Cam Ranh,11.9136,109.1369,Vietnam
Mong Cai,21.5333,107.9667,Vietnam
Cai Lay,10.4170,106.0830,Vietnam
Hoi An,15.8833,108.3333,Vietnam
Hoa Binh,20.8133,105.3383,Vietnam
Chon Thanh,11.4292,106.6572,Vietnam
Ky Anh,18.0678,106.2967,Vietnam
Dong Hoa,12.9931,109.3314,Vietnam
La Gi,10.6600,107.7719,Vietnam
Go Cong,10.3667,106.6667,Vietnam
Son La,21.3270,103.9141,Vietnam
Binh Long,11.6527,106.6093,Vietnam
Tam Diep,20.1556,105.9181,Vietnam
Nga Bay,9.8164,105.8197,Vietnam
Hong Ngu,10.8330,105.2830,Vietnam
Bim Son,20.0781,105.8603,Vietnam
Yen Bai,21.7000,104.8667,Vietnam
Vi Thanh,9.7833,105.4708,Vietnam
Dong Ha,16.8303,107.0972,Vietnam
Binh Hoa,10.9061,106.7308,Vietnam
Cua Lo,18.8167,105.7167,Vietnam
Cao Bang,22.6667,106.2583,Vietnam
Dien Bien Phu,21.3833,103.0167,Vietnam
Gia Nghia,11.9833,107.7000,Vietnam
Ha Giang,22.8333,104.9833,Vietnam
Tam Hiep,10.9497,106.8575,Vietnam
Bac Kan,22.1333,105.8333,Vietnam
Lai Chau,22.3992,103.4392,Vietnam
Tuyen Quang,21.8167,105.2167,Vietnam
Buu Long,10.9600,106.7967,Vietnam
My Hoa,10.3655,105.4011,Vietnam
Hiep Hoa,10.9289,106.8378,Vietnam
Tan Van,10.9119,106.8261,Vietnam
Da Nang,16.0748,108.2240,Vietnam
Da Lat,11.9359,108.4429,Vietnam
Kon Tum,14.3544,108.0075,Vietnam
Huong Thuy,16.4000,107.6889,Vietnam
Phu Tho,21.4003,105.2225,Vietnam
Phuc Yen,21.2333,105.7000,Vietnam
Di An,10.9039,106.7678,Vietnam
Huong Tra,16.4675,107.5181,Vietnam
Long My,9.6814,105.5708,Vietnam
Phu Quoc,10.2289,103.9669,Vietnam
Nghia Lo,21.5758,104.5192,Vietnam
A Yun Pa,13.3939,108.4408,Vietnam
Song Doc,9.0333,104.8167,Vietnam
Duyen Hai,9.6331,106.4975,Vietnam
Ha Tien,10.3833,104.4833,Vietnam
Phan Ri Cua,11.1739,108.5661,Vietnam
Ho Nai,10.9725,106.8789,Vietnam
Phu My,10.5906,107.0481,Vietnam
Thuan Tien,10.0894,105.8281,Vietnam
Long Thanh,10.8667,106.9167,Vietnam
Di Linh,11.5778,108.0751,Vietnam
Ap Khanh Hoa,10.6333,105.2167,Vietnam
Buon Trap,12.4833,108.0167,Vietnam
Kien Luong,10.2856,104.6444,Vietnam
Binh Hoa,10.9353,106.8614,Vietnam
Quang Tri,16.7469,107.1940,Vietnam
Ap Phu My,9.7500,106.0000,Vietnam
Thuan An,16.5489,107.6436,Vietnam
Tan Phong,19.7322,105.7817,Vietnam
Cho Phuoc Hai,10.4283,107.2953,Vietnam
Muong Lay,22.0678,103.1506,Vietnam
Ap Khanh Hung,10.2000,105.8500,Vietnam
Binh Minh,10.0961,105.7894,Vietnam
Huong Canh,21.2833,105.6500,Vietnam
Thi Tran Ngai Giao,10.6406,107.2478,Vietnam
My Luong,20.8667,105.6667,Vietnam
Bo,20.6736,105.5311,Vietnam
Hoa Thuong,21.6472,105.8278,Vietnam
Khe Sanh,16.6193,106.7305,Vietnam
Cho Moi,10.5500,105.4000,Vietnam
Ba Chuc,10.5000,104.9000,Vietnam
An Thanh B,10.1958,106.3314,Vietnam
Cho Lach,10.2647,106.1300,Vietnam
Ap Phu Hai,11.1667,108.5667,Vietnam
An Phu,10.8500,105.0833,Vietnam
Phuoc Long,9.4194,105.3842,Vietnam
Hang Tram,20.3944,105.6222,Vietnam
Muong Theng,21.3869,103.0156,Vietnam
Xuan Trung,21.0500,105.2833,Vietnam
Thanh Xuan,10.2308,106.3253,Vietnam
Thanh Phu,9.9539,106.5069,Vietnam
Tan Son,21.2600,106.2681,Vietnam
Kien Giang,17.2250,106.7917,Vietnam
Ngoc Son,21.3500,106.0000,Vietnam
Nhan Trach,19.0500,105.5500,Vietnam
Ap Tan Ngai,10.2369,106.2878,Vietnam
An Chau,21.3333,106.8500,Vietnam
Sa Pa,22.3356,103.8419,Vietnam
Thi Tran Mau A,21.8781,104.6956,Vietnam
Luan Chau,21.7400,103.3430,Vietnam
Mata-Utu,-13.2825,-176.1736,Wallis and Futuna
Leava,-14.2933,-178.1583,Wallis and Futuna
Hebron,31.5333,35.0950,West Bank
Nablus,32.2222,35.2611,West Bank
Qalqilyah,32.1903,34.9686,West Bank
Yattir,31.4478,35.0900,West Bank
Tulkarm,32.3117,35.0272,West Bank
Janin,32.4611,35.3000,West Bank
Ramallah,31.9000,35.2000,West Bank
Az Zahiriyah,31.4078,34.9722,West Bank
Bethlehem,31.7031,35.1956,West Bank
Baytunya,31.8889,35.1675,West Bank
Qabatiyah,32.4097,35.2808,West Bank
Jericho,31.8711,35.4442,West Bank
Bayt Ummar,31.6214,35.1022,West Bank
Idhna,31.5586,34.9761,West Bank
Bayt Jala,31.7150,35.1872,West Bank
Ya`bad,32.4467,35.1703,West Bank
Bayt Sahur,31.7000,35.2167,West Bank
Abu Dis,31.7625,35.2658,West Bank
Sanaa,15.3483,44.2064,Yemen
Ta`izz,13.5789,44.0219,Yemen
Al Hudaydah,14.8022,42.9511,Yemen
Aden,12.8000,45.0333,Yemen
Ibb,13.9667,44.1667,Yemen
Ibb,13.9759,44.1709,Yemen
Dhamar,14.5500,44.4017,Yemen
Al Mukalla,14.5333,49.1333,Yemen
Al Mansurah,12.8531,44.9722,Yemen
Ash Shaykh `Uthman,12.8866,45.0279,Yemen
Tarim,16.0500,49.0000,Yemen
Sa`dah,16.9400,43.7592,Yemen
Zinjibar,13.1283,45.3803,Yemen
At Tawahi,12.7833,44.9833,Yemen
Al Ma`alla',12.7897,45.0064,Yemen
Hajjah,15.6950,43.5975,Yemen
Al Bayda',13.9790,45.5740,Yemen
Ataq,14.5364,46.8331,Yemen
Lahij,13.0500,44.8833,Yemen
Al Ghayzah,16.2106,52.1711,Yemen
Ad Dali`,13.6967,44.7308,Yemen
Marib,15.4606,45.3261,Yemen
Al Hazm,16.1642,44.7767,Yemen
Hadibu,12.6500,54.0167,Yemen
Al Mahwit,15.4694,43.5453,Yemen
`Amran,15.6594,43.9439,Yemen
Al Jabin,14.7040,43.5990,Yemen
Say'un,15.9430,48.7873,Yemen
Ash Shihr,14.7608,49.6069,Yemen
Zabid,14.2000,43.3167,Yemen
Bajil,15.0583,43.2850,Yemen
Rada`,14.4151,44.8371,Yemen
Bayt al Faqih,14.5161,43.3244,Yemen
Al Qa`idah,13.7569,44.1392,Yemen
Yarim,14.2972,44.3803,Yemen
Al Madad,13.7167,44.7333,Yemen
Ja`ar,13.2231,45.3056,Yemen
Ma`bar,14.7940,44.2935,Yemen
Jiblah,13.9167,44.1500,Yemen
Ad Dis,14.9100,49.9920,Yemen
Az Zaydiyah,15.3292,43.0094,Yemen
Dammaj,16.8939,43.8022,Yemen
Khamir,15.9889,43.9589,Yemen
Mocha,13.3203,43.2500,Yemen
Raydah,15.8233,44.0386,Yemen
Shibam,15.9269,48.6267,Yemen
Lusaka,-15.4167,28.2833,Zambia
Ndola,-12.9667,28.6333,Zambia
Kitwe,-12.8167,28.2000,Zambia
Kafue,-15.7667,28.1833,Zambia
Mazabuka,-15.8467,27.7475,Zambia
Kasama,-10.2117,31.1783,Zambia
Mongu,-15.2775,23.1319,Zambia
Kashikishi,-9.3000,28.7167,Zambia
Chingola,-12.5333,27.8500,Zambia
Nchelenge,-9.3533,28.7403,Zambia
Livingstone,-17.8500,25.8667,Zambia
Mansa,-11.2000,28.8833,Zambia
Mufulira,-12.5356,28.2419,Zambia
Bwana Mkubwa,-12.9833,28.7000,Zambia
Kabwe,-14.4333,28.4500,Zambia
Luanshya,-13.1333,28.4000,Zambia
Mporokoso,-9.3833,30.1000,Zambia
Chipata,-13.6453,32.6464,Zambia
Solwezi,-12.1433,26.3858,Zambia
Choma,-16.7711,26.9922,Zambia
Chinsali,-10.5522,32.0692,Zambia
Chililabombwe,-12.3667,27.8278,Zambia
Chirundu,-16.0500,28.8333,Zambia
Kapiri Mposhi,-13.9772,28.6847,Zambia
Mpika,-11.8300,31.4600,Zambia
Mbala,-8.8333,31.3833,Zambia
Kawambwa,-9.7914,29.0789,Zambia
Sesheke,-17.4667,24.3000,Zambia
Mumbwa,-14.9853,27.0619,Zambia
Mwinilunga,-11.7172,24.4289,Zambia
Chifubu,-12.9333,28.6167,Zambia
Kaoma,-14.8000,24.8000,Zambia
Chilonga,-12.0244,31.3364,Zambia
Lundazi,-12.3000,33.1833,Zambia
Kasempa,-13.4550,25.8350,Zambia
Nakonde,-9.3272,32.7583,Zambia
Senanga,-16.1167,23.2667,Zambia
Kalabo,-14.9911,22.6789,Zambia
Zambezi,-13.5500,23.1167,Zambia
Lukulu,-14.4083,23.2667,Zambia
Nyimba,-14.5495,30.8100,Zambia
Harare,-17.8292,31.0522,Zimbabwe
Bulawayo,-20.1700,28.5800,Zimbabwe
Chitungwiza,-17.9939,31.0481,Zimbabwe
Mutare,-18.9667,32.6333,Zimbabwe
Gweru,-19.4614,29.8022,Zimbabwe
Masvingo,-20.0744,30.8328,Zimbabwe
Chinhoyi,-17.3497,30.1944,Zimbabwe
Marondera,-18.1897,31.5467,Zimbabwe
Bindura,-17.3000,31.3333,Zimbabwe
Gwanda,-20.9389,29.0186,Zimbabwe
Lupane,-18.9315,27.8070,Zimbabwe
Kwekwe,-18.9167,29.8167,Zimbabwe
Norton,-17.8833,30.7000,Zimbabwe
Kadoma,-18.3400,29.9000,Zimbabwe
Chegutu,-18.1400,30.1500,Zimbabwe
Sakubva,-18.9833,32.6500,Zimbabwe
Hwange,-18.3647,26.5000,Zimbabwe
Beitbridge,-22.2167,30.0000,Zimbabwe
Chiredzi,-21.0389,31.6778,Zimbabwe
Rusape,-18.5367,32.1247,Zimbabwe
Zvishavane,-20.3333,30.0333,Zimbabwe
Chipinge,-20.2000,32.6200,Zimbabwe
Karoi,-16.8100,29.7000,Zimbabwe
Victoria Falls,-17.9333,25.8333,Zimbabwe
Redcliff,-19.0333,29.7833,Zimbabwe
Mukumbura,-16.2000,31.6833,Zimbabwe
Kariba,-16.5167,28.8000,Zimbabwe
Ruwa,-17.8897,31.2447,Zimbabwe
Shurugwi,-19.6667,30.0000,Zimbabwe
Murehwa,-17.6500,31.7833,Zimbabwe
Mvurwi,-17.0167,30.8500,Zimbabwe
Kezi,-20.9167,28.4667,Zimbabwe
Plumtree,-20.4781,27.7972,Zimbabwe
Mutoko,-17.4000,32.2167,Zimbabwe
Mhangura,-16.9000,30.1500,Zimbabwe
Shamva,-17.3167,31.5500,Zimbabwe
Chivhu,-19.0000,30.9000,Zimbabwe
Mazoe,-17.5167,30.9667,Zimbabwe
New York,40.6943,-73.9249,USA
New York City,40.6943,-73.9249,USA
Los Angeles,34.1141,-118.4068,USA
Chicago,41.8375,-87.6866,USA
Miami,25.7840,-80.2101,USA
Dallas,32.7935,-96.7667,USA
Houston,29.7860,-95.3885,USA
Philadelphia,40.0077,-75.1339,USA
Atlanta,33.7628,-84.4220,USA
Washington,38.9047,-77.0163,USA
Boston,42.3188,-71.0852,USA
Phoenix,33.5722,-112.0892,USA
Detroit,42.3834,-83.1024,USA
Seattle,47.6211,-122.3244,USA
San Francisco,37.7558,-122.4449,USA
San Diego,32.8313,-117.1222,USA
Minneapolis,44.9635,-93.2678,USA
Brooklyn,40.6501,-73.9496,USA
Tampa,27.9945,-82.4447,USA
Denver,39.7620,-104.8758,USA
Queens,40.7498,-73.7976,USA
Baltimore,39.3051,-76.6144,USA
Las Vegas,36.2333,-115.2654,USA
St. Louis,38.6359,-90.2451,USA
Portland,45.5371,-122.6500,USA
Riverside,33.9381,-117.3949,USA
Orlando,28.4773,-81.3370,USA
Sacramento,38.5677,-121.4685,USA
San Antonio,29.4632,-98.5238,USA
San Jose,37.3012,-121.8480,USA
Pittsburgh,40.4397,-79.9763,USA
Cincinnati,39.1413,-84.5060,USA
Manhattan,40.7834,-73.9662,USA
Cleveland,41.4764,-81.6805,USA
Indianapolis,39.7771,-86.1458,USA
Austin,30.3005,-97.7522,USA
Kansas City,39.1238,-94.5541,USA
Columbus,39.9862,-82.9855,USA
Charlotte,35.2083,-80.8303,USA
Virginia Beach,36.7335,-76.0435,USA
Bronx,40.8501,-73.8662,USA
Milwaukee,43.0642,-87.9675,USA
Providence,41.8230,-71.4187,USA
Jacksonville,30.3322,-81.6749,USA
Salt Lake City,40.7776,-111.9311,USA
Nashville,36.1715,-86.7842,USA
Raleigh,35.8324,-78.6429,USA
Memphis,35.1087,-89.9663,USA
Louisville,38.1663,-85.6485,USA
Richmond,37.5295,-77.4756,USA
Buffalo,42.9018,-78.8487,USA
Oklahoma City,35.4676,-97.5136,USA
Bridgeport,41.1918,-73.1954,USA
New Orleans,30.0687,-89.9288,USA
Fort Worth,32.7817,-97.3474,USA
Hartford,41.7661,-72.6834,USA
Tucson,32.1541,-110.8787,USA
Honolulu,21.3294,-157.8460,USA
McAllen,26.2252,-98.2467,USA
Omaha,41.2627,-96.0529,USA
El Paso,31.8476,-106.4300,USA
Hempstead,40.6629,-73.6089,USA
Albuquerque,35.1054,-106.6465,USA
Rochester,43.1680,-77.6162,USA
Sarasota,27.3387,-82.5432,USA
Fresno,36.7830,-119.7939,USA
Tulsa,36.1283,-95.9042,USA
Allentown,40.5961,-75.4756,USA
Dayton,39.7805,-84.2003,USA
Birmingham,33.5279,-86.7971,USA
Charleston,32.8168,-79.9687,USA
Cape Coral,26.6443,-81.9957,USA
Columbia,34.0378,-80.9036,USA
Concord,37.9722,-122.0016,USA
Colorado Springs,38.8674,-104.7605,USA
Springfield,42.1155,-72.5395,USA
Knoxville,35.9692,-83.9496,USA
Baton Rouge,30.4420,-91.1311,USA
Ogden,41.2279,-111.9682,USA
Grand Rapids,42.9619,-85.6562,USA
Albany,42.6664,-73.7987,USA
Bakersfield,35.3529,-119.0359,USA
Mission Viejo,33.6096,-117.6551,USA
New Haven,41.3113,-72.9246,USA
Worcester,42.2705,-71.8079,USA
Provo,40.2457,-111.6457,USA
Akron,41.0798,-81.5219,USA
Palm Bay,27.9631,-80.6593,USA
Des Moines,41.5725,-93.6105,USA
Murrieta,33.5719,-117.1909,USA
Mesa,33.4015,-111.7178,USA
Staten Island,40.5834,-74.1496,USA
Wichita,37.6895,-97.3443,USA
Toledo,41.6638,-83.5827,USA
Brookhaven,40.8320,-72.9517,USA
Harrisburg,40.2752,-76.8843,USA
Port St. Lucie,27.2796,-80.3884,USA
Long Beach,33.7977,-118.1670,USA
Reno,39.5497,-119.8483,USA
Madison,43.0822,-89.3930,USA
Little Rock,34.7256,-92.3577,USA
Greenville,34.8354,-82.3646,USA
Denton,33.2175,-97.1418,USA
Spokane,47.6671,-117.4330,USA
Oakland,37.7904,-122.2166,USA
Lancaster,40.0420,-76.3012,USA
Poughkeepsie,41.6950,-73.9211,USA
Boise,43.6005,-116.2308,USA
Winston-Salem,36.1029,-80.2610,USA
Syracuse,43.0407,-76.1437,USA
Augusta,33.3645,-82.0708,USA
Stockton,37.9765,-121.3109,USA
Palm Coast,29.5389,-81.2457,USA
Chattanooga,35.0660,-85.2481,USA
Kissimmee,28.3041,-81.4169,USA
Durham,35.9792,-78.9022,USA
Arlington,32.6998,-97.1250,USA
Victorville,34.5277,-117.3536,USA
Aurora,39.7083,-104.7237,USA
Modesto,37.6375,-121.0028,USA
Lancaster,34.6935,-118.1753,USA
Fayetteville,36.0714,-94.1661,USA
Scranton,41.4044,-75.6649,USA
Oxnard,34.1964,-119.1815,USA
Youngstown,41.0993,-80.6463,USA
Indio,33.7346,-116.2346,USA
Pensacola,30.4413,-87.1911,USA
Anaheim,33.8390,-117.8574,USA
Bonita Springs,26.3558,-81.7859,USA
Greensboro,36.0956,-79.8271,USA
Islip,40.7385,-73.1888,USA
Huntsville,34.6981,-86.6412,USA
Corpus Christi,27.7254,-97.3767,USA
Fort Wayne,41.0888,-85.1436,USA
Fayetteville,35.0850,-78.9772,USA
Ann Arbor,42.2759,-83.7310,USA
Jackson,32.3157,-90.2125,USA
Antioch,37.9787,-121.7960,USA
Mobile,30.6782,-88.1162,USA
Lexington,38.0423,-84.4587,USA
Asheville,35.5707,-82.5537,USA
Trenton,40.2237,-74.7641,USA
Santa Rosa,38.4458,-122.7067,USA
Santa Ana,33.7367,-117.8819,USA
Lansing,42.7142,-84.5601,USA
Henderson,36.0133,-115.0381,USA
St. Paul,44.9478,-93.1039,USA
Lakeland,28.0557,-81.9545,USA
Newark,40.7245,-74.1725,USA
Fort Collins,40.5477,-105.0656,USA
Oyster Bay,40.7846,-73.5140,USA
Reading,40.3400,-75.9267,USA
Springfield,37.1943,-93.2916,USA
Irvine,33.6772,-117.7738,USA
Anchorage,61.1508,-149.1091,USA
The Woodlands,30.1738,-95.5134,USA
South Bend,41.6767,-86.2696,USA
Rockford,42.2596,-89.0640,USA
Savannah,32.0286,-81.1821,USA
Lincoln,40.8099,-96.6784,USA
Jersey City,40.7184,-74.0686,USA
Round Lake Beach,42.3791,-88.0811,USA
Flint,43.0236,-83.6921,USA
Shreveport,32.4653,-93.7955,USA
Plano,33.0502,-96.7486,USA
Myrtle Beach,33.7094,-78.8844,USA
Davenport,41.5565,-90.6053,USA
Canton,40.8078,-81.3676,USA
Santa Clarita,34.4175,-118.4964,USA
Chula Vista,32.6281,-117.0144,USA
Eugene,44.0564,-123.1174,USA
Chandler,33.2825,-111.8514,USA
Salem,44.9233,-123.0244,USA
Concord,35.3933,-80.6369,USA
Gilbert,33.3100,-111.7463,USA
Columbus,32.5100,-84.8771,USA
Lubbock,33.5657,-101.8879,USA
North Las Vegas,36.2883,-115.0888,USA
St. Petersburg,27.7931,-82.6652,USA
Tallahassee,30.4551,-84.2527,USA
Laredo,27.5625,-99.4874,USA
Peoria,40.7520,-89.6154,USA
Avondale,33.3873,-112.3235,USA
Lafayette,30.2082,-92.0325,USA
Irving,32.8583,-96.9702,USA
Montgomery,32.3482,-86.2668,USA
Visalia,36.3276,-119.3269,USA
McKinney,33.2016,-96.6670,USA
Wilmington,34.2099,-77.8866,USA
Chesapeake,36.6778,-76.3023,USA
Glendale,33.5791,-112.2311,USA
Garland,32.9100,-96.6304,USA
Kennewick,46.1978,-119.1732,USA
Winter Haven,28.0118,-81.7014,USA
Scottsdale,33.6872,-111.8651,USA
Norfolk,36.8945,-76.2590,USA
Killeen,31.0753,-97.7297,USA
North Hempstead,40.7912,-73.6688,USA
York,39.9651,-76.7315,USA
Atlantic City,39.3797,-74.4527,USA
Nashua,42.7491,-71.4910,USA
Arlington,38.8786,-77.1011,USA
Brownsville,25.9975,-97.4580,USA
Fremont,37.5265,-121.9843,USA
Gulfport,30.4274,-89.0704,USA
Evansville,37.9881,-87.5341,USA
Hialeah,25.8696,-80.3045,USA
Navarre,30.4174,-86.8907,USA
Bel Air South,39.5022,-76.3113,USA
North Port,27.0576,-82.1977,USA
San Bernardino,34.1416,-117.2943,USA
Portland,43.6773,-70.2715,USA
Enterprise,36.0091,-115.2278,USA
Bremerton,47.5436,-122.7121,USA
Green Bay,44.5148,-87.9895,USA
Appleton,44.2780,-88.3892,USA
Babylon,40.6925,-73.3586,USA
Spring Valley,36.0952,-115.2636,USA
Tacoma,47.2431,-122.4531,USA
Spartanburg,34.9442,-81.9251,USA
Roanoke,37.2785,-79.9581,USA
Gainesville,29.6804,-82.3459,USA
Deltona,28.9050,-81.2137,USA
Kalamazoo,42.2749,-85.5882,USA
Thousand Oaks,34.1914,-118.8756,USA
Hickory,35.7410,-81.3223,USA
Yonkers,40.9466,-73.8673,USA
Moreno Valley,33.9244,-117.2045,USA
Fontana,34.0968,-117.4599,USA
College Station,30.5852,-96.2959,USA
Fargo,46.8651,-96.8292,USA
Amarillo,35.1984,-101.8316,USA
Huntington,40.8521,-73.3823,USA
Norwich,41.5495,-72.0882,USA
Olympia,47.0417,-122.8959,USA
Waterbury,41.5582,-73.0361,USA
Salinas,36.6883,-121.6317,USA
Huntington,38.4109,-82.4345,USA
Huntington Beach,33.6960,-118.0018,USA
Clarksville,36.5692,-87.3413,USA
Santa Barbara,34.4285,-119.7202,USA
Glendale,34.1819,-118.2468,USA
Sunrise Manor,36.1783,-115.0487,USA
Grand Prairie,32.6871,-97.0208,USA
Overland Park,38.8870,-94.6870,USA
Hagerstown,39.6401,-77.7217,USA
Nampa,43.5844,-116.5638,USA
Gastonia,35.2494,-81.1854,USA
Frisco,33.1560,-96.8216,USA
Cedar Rapids,41.9662,-91.6783,USA
Hemet,33.7341,-116.9969,USA
Paradise,36.0872,-115.1355,USA
Sioux Falls,43.5396,-96.7311,USA
Vancouver,45.6366,-122.5967,USA
Peoria,33.7843,-112.2989,USA
Waco,31.5599,-97.1882,USA
Lorain,41.4409,-82.1840,USA
Erie,42.1167,-80.0733,USA
Newport News,37.1051,-76.5185,USA
Aurora,41.7638,-88.2902,USA
Fort Lauderdale,26.1412,-80.1464,USA
Vallejo,38.1125,-122.2342,USA
Murfreesboro,35.8490,-86.4121,USA
Spring Hill,28.4798,-82.5300,USA
Tempe,33.3881,-111.9319,USA
High Point,35.9910,-79.9937,USA
Medford,42.3372,-122.8540,USA
Danbury,41.4015,-73.4709,USA
Elk Grove,38.4161,-121.3842,USA
Ontario,34.0393,-117.6064,USA
Frederick,39.4337,-77.4141,USA
Vero Beach South,27.6132,-80.4163,USA
Ocala,29.1780,-82.1511,USA
Oceanside,33.2247,-117.3083,USA
Rancho Cucamonga,34.1247,-117.5667,USA
Garden Grove,33.7787,-117.9601,USA
Cary,35.7819,-78.8195,USA
Pembroke Pines,26.0128,-80.3382,USA
Palmdale,34.5944,-118.1057,USA
Manchester,42.9848,-71.4447,USA
Lafayette,40.3991,-86.8593,USA
Santa Cruz,36.9789,-122.0346,USA
Marysville,48.0809,-122.1561,USA
Muskegon,43.2281,-86.2562,USA
Springfield,39.7709,-89.6540,USA
Hayward,37.6328,-122.0766,USA
New Bedford,41.6697,-70.9428,USA
Alexandria,38.8185,-77.0861,USA
Paterson,40.9147,-74.1624,USA
Corona,33.8616,-117.5649,USA
Merced,37.3057,-120.4779,USA
Warner Robins,32.5961,-83.6527,USA
Port Arthur,29.8554,-93.9264,USA
Macon,32.8065,-83.6974,USA
Kansas City,39.1235,-94.7443,USA
Lakewood,39.6977,-105.1172,USA
Sunnyvale,37.3836,-122.0255,USA
Fredericksburg,38.2992,-77.4872,USA
Leesburg,28.7672,-81.8962,USA
Champaign,40.1142,-88.2737,USA
Hollywood,26.0293,-80.1679,USA
Pasadena,29.6575,-95.1498,USA
Pomona,34.0585,-117.7626,USA
Escondido,33.1348,-117.0723,USA
Joliet,41.5188,-88.1499,USA
Lake Charles,30.2010,-93.2111,USA
Mesquite,32.7602,-96.5865,USA
Mauldin,34.7821,-82.3032,USA
Panama City,30.1995,-85.6003,USA
Bellevue,47.5951,-122.1535,USA
Naperville,41.7480,-88.1659,USA
Harlingen,26.1916,-97.6977,USA
Tuscaloosa,33.2348,-87.5268,USA
Elkhart,41.6916,-85.9627,USA
Torrance,33.8346,-118.3416,USA
Ramapo,41.1404,-74.1072,USA
Binghamton,42.1014,-75.9093,USA
Houma,29.5800,-90.7059,USA
Topeka,39.0346,-95.6955,USA
Roseville,38.7703,-121.3196,USA
Fairfield,38.2583,-122.0335,USA
Tyler,32.3184,-95.3062,USA
Fullerton,33.8841,-117.9279,USA
Pueblo,38.2701,-104.6114,USA
Athens,33.9508,-83.3689,USA
Santa Maria,34.9333,-120.4431,USA
Surprise,33.6815,-112.4515,USA
Charleston,38.3484,-81.6322,USA
Las Cruces,32.3265,-106.7893,USA
Metairie,29.9977,-90.1780,USA
Thornton,39.9197,-104.9438,USA
Olathe,38.8833,-94.8200,USA
Gainesville,34.2902,-83.8294,USA
West Valley City,40.6886,-112.0123,USA
Orange,33.8038,-117.8218,USA
